recID,Citation_Difference,Legacy_Count,Labs_Count
1341250,4.0,129,133
1090975,4.0,79,83
654360,4.0,10,14
179234,4.0,708,712
552843,4.0,21,25
1260677,4.0,36,40
620230,4.0,23,27
279839,4.0,56,60
70462,4.0,3,7
54812,4.0,3,7
930218,4.0,219,223
552638,4.0,53,57
1094175,4.0,194,198
1333219,4.0,77,81
1112986,4.0,185,189
1260655,4.0,5,9
890943,4.0,77,81
177939,4.0,31,35
865188,4.0,11,15
1304981,4.0,242,246
802691,4.0,144,148
1090064,4.0,204,208
1297294,4.0,21,25
53296,4.0,16,20
894618,4.0,84,88
1193338,4.0,127,131
1334362,4.0,107,111
1198918,4.0,13,17
687963,4.0,467,471
56386,4.0,30,34
1298023,4.0,130,134
842933,4.0,137,141
277753,4.0,713,717
245412,4.0,2,6
1303894,4.0,64,68
943718,4.0,95,99
1263039,4.0,329,333
891814,4.0,66,70
1240670,3.0,50,53
652441,3.0,45,48
297561,3.0,58,61
149147,3.0,8,11
1299121,3.0,17,20
134568,3.0,15,18
384894,3.0,78,81
667013,3.0,336,339
830019,3.0,50,53
147802,3.0,2,5
865192,3.0,88,91
826310,3.0,26,29
384903,3.0,51,54
864823,3.0,24,27
652498,3.0,19,22
653279,3.0,178,181
1299207,3.0,58,61
1299143,3.0,145,148
300492,3.0,1076,1079
147893,3.0,22,25
652782,3.0,364,367
857644,3.0,82,85
252895,3.0,9,12
864990,3.0,542,545
400074,3.0,1,4
1234288,3.0,2,5
1242302,3.0,246,249
1285492,3.0,32,35
1296259,3.0,84,87
635943,3.0,708,711
879699,3.0,4,7
299432,3.0,695,698
857116,3.0,43,46
227376,3.0,157,160
1297291,3.0,12,15
262727,3.0,33,36
152078,3.0,293,296
636042,3.0,199,202
227746,3.0,2,5
636940,3.0,115,118
867259,3.0,28,31
225932,3.0,5,8
